adm3_en,month,NO2,date
Pasay City,2020-02,8.119756381844542E-5,2020-02-01T00:00:00
City of Pasig,2020-02,6.123427116595584E-5,2020-02-01T00:00:00
Quezon City,2020-02,6.448071476009046E-5,2020-02-01T00:00:00
City of San Juan,2020-02,7.83529695124323E-5,2020-02-01T00:00:00
City of Taguig,2020-02,5.956981996852652E-5,2020-02-01T00:00:00
City of Valenzuela,2020-02,7.065027464503581E-5,2020-02-01T00:00:00
City of Baguio,2020-02,4.555203608301632E-5,2020-02-01T00:00:00
City of Butuan,2020-02,3.3030631123790606E-5,2020-02-01T00:00:00
City of Cotabato,2020-02,3.812267226803098E-5,2020-02-01T00:00:00
City of Angeles,2020-02,5.219196559849378E-5,2020-02-01T00:00:00
City of Olongapo,2020-02,4.668806217619903E-5,2020-02-01T00:00:00
Ormoc City,2020-02,3.3100648081452034E-5,2020-02-01T00:00:00
City of Tacloban,2020-02,3.282180058397777E-5,2020-02-01T00:00:00
City of Zamboanga,2020-02,3.3638492272297645E-5,2020-02-01T00:00:00
City of Isabela,2020-02,3.461351690850666E-5,2020-02-01T00:00:00
Pateros,2020-02,6.089972473730593E-5,2020-02-01T00:00:00
City of Puerto Princesa,2020-02,3.251377559349956E-5,2020-02-01T00:00:00
City of Lucena,2020-02,3.967521699860736E-5,2020-02-01T00:00:00
City of Bacolod,2020-02,3.915844558285151E-5,2020-02-01T00:00:00
City of Iloilo,2020-02,3.6098740113922384E-5,2020-02-01T00:00:00
City of Cebu,2020-02,3.39897696044615E-5,2020-02-01T00:00:00
City of Lapu-Lapu,2020-02,3.654423235523467E-5,2020-02-01T00:00:00
City of Mandaue,2020-02,3.829419401389768E-5,2020-02-01T00:00:00
City of Cagayan De Oro,2020-03,4.56349288520071E-5,2020-03-01T00:00:00
City of Iligan,2020-03,4.195751917765199E-5,2020-03-01T00:00:00
City of Davao,2020-03,3.5880665829225646E-5,2020-03-01T00:00:00
City of General Santos,2020-03,3.71403522532761E-5,2020-03-01T00:00:00
City of Caloocan,2020-03,8.038729203749576E-5,2020-03-01T00:00:00
City of Makati,2020-03,9.504072346135807E-5,2020-03-01T00:00:00
City of Malabon,2020-03,9.619320794186562E-5,2020-03-01T00:00:00
City of Mandaluyong,2020-03,1.0837763433289111E-4,2020-03-01T00:00:00
City of Manila,2020-03,1.1333226873510618E-4,2020-03-01T00:00:00
City of Marikina,2020-03,7.815458134364954E-5,2020-03-01T00:00:00
City of Muntinlupa,2020-03,5.7794745354825226E-5,2020-03-01T00:00:00
City of Navotas,2020-03,8.921905265823185E-5,2020-03-01T00:00:00
Pasay City,2020-03,9.446109363793626E-5,2020-03-01T00:00:00
City of Pasig,2020-03,8.3016624089839E-5,2020-03-01T00:00:00
Quezon City,2020-03,8.788123848597274E-5,2020-03-01T00:00:00
City of San Juan,2020-03,1.1145179987798817E-4,2020-03-01T00:00:00
City of Taguig,2020-03,7.384369981292182E-5,2020-03-01T00:00:00
City of Valenzuela,2020-03,8.636806874467492E-5,2020-03-01T00:00:00
City of Baguio,2020-03,5.1563390134483686E-5,2020-03-01T00:00:00
City of Butuan,2020-03,3.363378368557294E-5,2020-03-01T00:00:00
City of Cotabato,2020-03,4.2394478839199E-5,2020-03-01T00:00:00
City of Angeles,2020-03,6.33818148564332E-5,2020-03-01T00:00:00
City of Olongapo,2020-03,5.1791876422944356E-5,2020-03-01T00:00:00
Ormoc City,2020-03,3.584142843250592E-5,2020-03-01T00:00:00
City of Tacloban,2020-03,3.618806396658676E-5,2020-03-01T00:00:00
City of Zamboanga,2020-03,3.5631145546497595E-5,2020-03-01T00:00:00
City of Isabela,2020-03,3.627628970389258E-5,2020-03-01T00:00:00
Pateros,2020-03,7.500593905387029E-5,2020-03-01T00:00:00
City of Puerto Princesa,2020-03,3.544182806057221E-5,2020-03-01T00:00:00
City of Lucena,2020-03,4.672374400666571E-5,2020-03-01T00:00:00
City of Bacolod,2020-03,4.590235578738356E-5,2020-03-01T00:00:00
City of Iloilo,2020-03,4.2733539439026196E-5,2020-03-01T00:00:00
City of Cebu,2020-03,3.9426818620284954E-5,2020-03-01T00:00:00
City of Lapu-Lapu,2020-03,4.076591792395928E-5,2020-03-01T00:00:00
City of Mandaue,2020-03,4.3973569796785676E-5,2020-03-01T00:00:00
City of Cagayan De Oro,2020-04,4.8004969132765686E-5,2020-04-01T00:00:00
City of Iligan,2020-04,4.5979050861292684E-5,2020-04-01T00:00:00
City of Davao,2020-04,4.1826742936733254E-5,2020-04-01T00:00:00
City of General Santos,2020-04,4.04918637641771E-5,2020-04-01T00:00:00
City of Caloocan,2020-04,6.900427807929415E-5,2020-04-01T00:00:00
City of Makati,2020-04,6.288813697688617E-5,2020-04-01T00:00:00
City of Malabon,2020-04,7.47798257442917E-5,2020-04-01T00:00:00
City of Mandaluyong,2020-04,6.77660263034182E-5,2020-04-01T00:00:00
City of Manila,2020-04,7.596933079588801E-5,2020-04-01T00:00:00
City of Marikina,2020-04,6.191157758222629E-5,2020-04-01T00:00:00
City of Muntinlupa,2020-04,5.3583962783343405E-5,2020-04-01T00:00:00
City of Navotas,2020-04,7.236069817181912E-5,2020-04-01T00:00:00
Pasay City,2020-04,6.225155940944318E-5,2020-04-01T00:00:00
City of Pasig,2020-04,6.198185575454736E-5,2020-04-01T00:00:00
Quezon City,2020-04,6.842967576269159E-5,2020-04-01T00:00:00
City of San Juan,2020-04,7.084717363200991E-5,2020-04-01T00:00:00
City of Taguig,2020-04,5.642711857625275E-5,2020-04-01T00:00:00
City of Valenzuela,2020-04,7.06533150385475E-5,2020-04-01T00:00:00
City of Baguio,2020-04,5.2026881967177066E-5,2020-04-01T00:00:00
City of Butuan,2020-04,3.862009411317488E-5,2020-04-01T00:00:00
City of Cotabato,2020-04,4.642880498686186E-5,2020-04-01T00:00:00
City of Angeles,2020-04,5.892162459790856E-5,2020-04-01T00:00:00
City of Olongapo,2020-04,5.396655270076885E-5,2020-04-01T00:00:00
Ormoc City,2020-04,3.88444041855463E-5,2020-04-01T00:00:00
City of Tacloban,2020-04,4.108882736769036E-5,2020-04-01T00:00:00
City of Zamboanga,2020-04,3.8953175511610485E-5,2020-04-01T00:00:00
City of Isabela,2020-04,4.195353966375621E-5,2020-04-01T00:00:00
Pateros,2020-04,5.725756902971324E-5,2020-04-01T00:00:00
City of Puerto Princesa,2020-04,4.0120846046531826E-5,2020-04-01T00:00:00
City of Lucena,2020-04,5.049721855288546E-5,2020-04-01T00:00:00
City of Bacolod,2020-04,4.8603773514281505E-5,2020-04-01T00:00:00
City of Iloilo,2020-04,4.6163861676968335E-5,2020-04-01T00:00:00
City of Cebu,2020-04,4.150295697239098E-5,2020-04-01T00:00:00
City of Lapu-Lapu,2020-04,4.170620392229428E-5,2020-04-01T00:00:00
City of Mandaue,2020-04,4.544206262923261E-5,2020-04-01T00:00:00
City of Cagayan De Oro,2020-05,4.595404627987366E-5,2020-05-01T00:00:00
City of Iligan,2020-05,4.603017708029268E-5,2020-05-01T00:00:00
City of Davao,2020-05,4.058651282691753E-5,2020-05-01T00:00:00
City of General Santos,2020-05,4.203681740111128E-5,2020-05-01T00:00:00
City of Caloocan,2020-05,9.067778106918767E-5,2020-05-01T00:00:00
City of Makati,2020-05,1.01844922060804E-4,2020-05-01T00:00:00
City of Malabon,2020-05,1.0207248167810422E-4,2020-05-01T00:00:00
City of Mandaluyong,2020-05,1.0431450061913011E-4,2020-05-01T00:00:00
City of Manila,2020-05,1.2127243714712763E-4,2020-05-01T00:00:00
City of Marikina,2020-05,8.555200645145734E-5,2020-05-01T00:00:00
City of Muntinlupa,2020-05,7.573847271248611E-5,2020-05-01T00:00:00
City of Navotas,2020-05,9.47432082039342E-5,2020-05-01T00:00:00
Pasay City,2020-05,1.0643631286480556E-4,2020-05-01T00:00:00
City of Pasig,2020-05,8.679852393878875E-5,2020-05-01T00:00:00
Quezon City,2020-05,9.690998168378067E-5,2020-05-01T00:00:00
City of San Juan,2020-05,1.0992629912097943E-4,2020-05-01T00:00:00
City of Taguig,2020-05,8.293536817374497E-5,2020-05-01T00:00:00
City of Valenzuela,2020-05,9.61267684975591E-5,2020-05-01T00:00:00
City of Baguio,2020-05,5.847783047450684E-5,2020-05-01T00:00:00
City of Butuan,2020-05,4.054533464712187E-5,2020-05-01T00:00:00
City of Cotabato,2020-05,4.471262441893977E-5,2020-05-01T00:00:00
City of Angeles,2020-05,6.375908565459347E-5,2020-05-01T00:00:00
City of Olongapo,2020-05,5.8884316285168765E-5,2020-05-01T00:00:00
Ormoc City,2020-05,4.04192536537362E-5,2020-05-01T00:00:00
City of Tacloban,2020-05,4.0087560634512905E-5,2020-05-01T00:00:00
City of Zamboanga,2020-05,3.829554403558718E-5,2020-05-01T00:00:00
City of Isabela,2020-05,4.0362642087496484E-5,2020-05-01T00:00:00
Pateros,2020-05,8.303964733756272E-5,2020-05-01T00:00:00
City of Puerto Princesa,2020-05,4.107650988548775E-5,2020-05-01T00:00:00
City of Lucena,2020-05,5.420848869846685E-5,2020-05-01T00:00:00
City of Bacolod,2020-05,5.3677791105685085E-5,2020-05-01T00:00:00
City of Iloilo,2020-05,5.427545967015395E-5,2020-05-01T00:00:00
City of Cebu,2020-05,4.5604303719664584E-5,2020-05-01T00:00:00
City of Lapu-Lapu,2020-05,4.641474659925159E-5,2020-05-01T00:00:00
City of Mandaue,2020-05,4.843316394744676E-5,2020-05-01T00:00:00
City of Cagayan De Oro,2020-06,4.7433865970962925E-5,2020-06-01T00:00:00
City of Iligan,2020-06,4.571905529206403E-5,2020-06-01T00:00:00
City of Davao,2020-06,4.2579624459075825E-5,2020-06-01T00:00:00
City of General Santos,2020-06,3.840147445716268E-5,2020-06-01T00:00:00
City of Caloocan,2020-06,1.0092263459647393E-4,2020-06-01T00:00:00
City of Makati,2020-06,1.0863783949445595E-4,2020-06-01T00:00:00
City of Malabon,2020-06,1.2457561730534373E-4,2020-06-01T00:00:00
City of Mandaluyong,2020-06,1.0990365711408738E-4,2020-06-01T00:00:00
City of Manila,2020-06,1.2869684152727042E-4,2020-06-01T00:00:00
City of Marikina,2020-06,9.565233043997329E-5,2020-06-01T00:00:00
City of Muntinlupa,2020-06,7.557094898592172E-5,2020-06-01T00:00:00
City of Navotas,2020-06,1.1614513112521292E-4,2020-06-01T00:00:00
Pasay City,2020-06,1.1851563239235964E-4,2020-06-01T00:00:00
City of Pasig,2020-06,8.9887417790312E-5,2020-06-01T00:00:00
Quezon City,2020-06,1.085816915703912E-4,2020-06-01T00:00:00
City of San Juan,2020-06,1.1900570201167696E-4,2020-06-01T00:00:00
City of Taguig,2020-06,8.15853376726642E-5,2020-06-01T00:00:00
City of Valenzuela,2020-06,1.1323503623036835E-4,2020-06-01T00:00:00
City of Baguio,2020-06,5.485928981043943E-5,2020-06-01T00:00:00
City of Butuan,2020-06,4.029676092992246E-5,2020-06-01T00:00:00
City of Cotabato,2020-06,4.4209231979310046E-5,2020-06-01T00:00:00
City of Angeles,2020-06,6.325245477072153E-5,2020-06-01T00:00:00
City of Olongapo,2020-06,5.926257144810679E-5,2020-06-01T00:00:00
Ormoc City,2020-06,4.177646899320535E-5,2020-06-01T00:00:00
City of Tacloban,2020-06,4.052037998255161E-5,2020-06-01T00:00:00
City of Zamboanga,2020-06,3.914343456697559E-5,2020-06-01T00:00:00
City of Isabela,2020-06,3.874533235473545E-5,2020-06-01T00:00:00
Pateros,2020-06,8.228459474006582E-5,2020-06-01T00:00:00
City of Puerto Princesa,2020-06,4.1201139958083596E-5,2020-06-01T00:00:00
City of Lucena,2020-06,5.377835646616215E-5,2020-06-01T00:00:00
City of Bacolod,2020-06,5.3022006859996297E-5,2020-06-01T00:00:00
City of Iloilo,2020-06,5.248924908479823E-5,2020-06-01T00:00:00
City of Cebu,2020-06,4.979080247201594E-5,2020-06-01T00:00:00
City of Lapu-Lapu,2020-06,4.7690445441515364E-5,2020-06-01T00:00:00
City of Mandaue,2020-06,5.159814871790854E-5,2020-06-01T00:00:00
City of Cagayan De Oro,2020-07,4.513745425216675E-5,2020-07-01T00:00:00
City of Iligan,2020-07,4.4642163288012544E-5,2020-07-01T00:00:00
City of Davao,2020-07,4.223982490613315E-5,2020-07-01T00:00:00
City of General Santos,2020-07,4.035616614463591E-5,2020-07-01T00:00:00
City of Caloocan,2020-07,9.123115757583132E-5,2020-07-01T00:00:00
City of Makati,2020-07,1.090487791323663E-4,2020-07-01T00:00:00
City of Malabon,2020-07,1.0982505105642355E-4,2020-07-01T00:00:00
City of Mandaluyong,2020-07,1.1204186390757911E-4,2020-07-01T00:00:00
City of Manila,2020-07,1.247780138995767E-4,2020-07-01T00:00:00
City of Marikina,2020-07,9.431277855954234E-5,2020-07-01T00:00:00
City of Muntinlupa,2020-07,7.921303489551848E-5,2020-07-01T00:00:00
City of Navotas,2020-07,1.0507972695737238E-4,2020-07-01T00:00:00
Pasay City,2020-07,1.1348649324525408E-4,2020-07-01T00:00:00
City of Pasig,2020-07,9.673751198164135E-5,2020-07-01T00:00:00
Quezon City,2020-07,9.851029516835366E-5,2020-07-01T00:00:00
City of San Juan,2020-07,1.1692548423406712E-4,2020-07-01T00:00:00
City of Taguig,2020-07,9.098957287347086E-5,2020-07-01T00:00:00
City of Valenzuela,2020-07,1.0277105232821279E-4,2020-07-01T00:00:00
City of Baguio,2020-07,5.172138905436012E-5,2020-07-01T00:00:00
City of Butuan,2020-07,4.0130394093680036E-5,2020-07-01T00:00:00
City of Cotabato,2020-07,4.402798479777679E-5,2020-07-01T00:00:00
City of Angeles,2020-07,6.627382723178788E-5,2020-07-01T00:00:00
City of Olongapo,2020-07,5.78728536189229E-5,2020-07-01T00:00:00
Ormoc City,2020-07,3.908695159799532E-5,2020-07-01T00:00:00
City of Tacloban,2020-07,3.923859250845806E-5,2020-07-01T00:00:00
City of Zamboanga,2020-07,3.8537010504295574E-5,2020-07-01T00:00:00
City of Isabela,2020-07,3.88820304549893E-5,2020-07-01T00:00:00
Pateros,2020-07,9.138086376701219E-5,2020-07-01T00:00:00
City of Puerto Princesa,2020-07,4.1630197963596815E-5,2020-07-01T00:00:00
City of Lucena,2020-07,5.256641503968435E-5,2020-07-01T00:00:00
City of Bacolod,2020-07,4.8995273938267714E-5,2020-07-01T00:00:00
City of Iloilo,2020-07,5.195066083022406E-5,2020-07-01T00:00:00
City of Cebu,2020-07,4.660269769221564E-5,2020-07-01T00:00:00
City of Lapu-Lapu,2020-07,4.583383553524847E-5,2020-07-01T00:00:00
City of Mandaue,2020-07,5.012611271431429E-5,2020-07-01T00:00:00
City of Cagayan De Oro,2020-08,4.570667055842043E-5,2020-08-01T00:00:00
City of Iligan,2020-08,4.5257829314538175E-5,2020-08-01T00:00:00
City of Davao,2020-08,4.2973032128426896E-5,2020-08-01T00:00:00
City of General Santos,2020-08,4.029836469112682E-5,2020-08-01T00:00:00
City of Caloocan,2020-08,7.998270844575526E-5,2020-08-01T00:00:00
City of Makati,2020-08,8.877508906182092E-5,2020-08-01T00:00:00
City of Malabon,2020-08,8.439255919789602E-5,2020-08-01T00:00:00
City of Mandaluyong,2020-08,9.450212430776658E-5,2020-08-01T00:00:00
City of Manila,2020-08,9.3972135616031E-5,2020-08-01T00:00:00
City of Marikina,2020-08,8.629688664350226E-5,2020-08-01T00:00:00
City of Muntinlupa,2020-08,7.445342464844133E-5,2020-08-01T00:00:00
City of Navotas,2020-08,8.385750751716224E-5,2020-08-01T00:00:00
Pasay City,2020-08,8.588704180517595E-5,2020-08-01T00:00:00
City of Pasig,2020-08,8.819106592064294E-5,2020-08-01T00:00:00
Quezon City,2020-08,8.786703100891427E-5,2020-08-01T00:00:00
City of San Juan,2020-08,9.706398336941376E-5,2020-08-01T00:00:00
City of Taguig,2020-08,8.326670053911703E-5,2020-08-01T00:00:00
City of Valenzuela,2020-08,8.232445211751146E-5,2020-08-01T00:00:00
City of Baguio,2020-08,5.193326070239575E-5,2020-08-01T00:00:00
City of Butuan,2020-08,4.1921304089731545E-5,2020-08-01T00:00:00
City of Cotabato,2020-08,4.2461106781080965E-5,2020-08-01T00:00:00
City of Angeles,2020-08,6.064758265601452E-5,2020-08-01T00:00:00
City of Olongapo,2020-08,,2020-08-01T00:00:00
Ormoc City,2020-08,4.1728131888032374E-5,2020-08-01T00:00:00
City of Tacloban,2020-08,4.3538855777068996E-5,2020-08-01T00:00:00
City of Zamboanga,2020-08,3.872588508823745E-5,2020-08-01T00:00:00
City of Isabela,2020-08,3.811930047237436E-5,2020-08-01T00:00:00
Pateros,2020-08,8.315581189843702E-5,2020-08-01T00:00:00
City of Puerto Princesa,2020-08,4.0431275162587946E-5,2020-08-01T00:00:00
City of Lucena,2020-08,5.340756839666465E-5,2020-08-01T00:00:00
City of Bacolod,2020-08,4.917446522359857E-5,2020-08-01T00:00:00
City of Iloilo,2020-08,4.916344783390659E-5,2020-08-01T00:00:00
City of Cebu,2020-08,4.7487049645950485E-5,2020-08-01T00:00:00
City of Lapu-Lapu,2020-08,4.773705456370273E-5,2020-08-01T00:00:00
City of Mandaue,2020-08,5.4987969208713416E-5,2020-08-01T00:00:00
City of Cagayan De Oro,2020-09,4.4920803069190916E-5,2020-09-01T00:00:00
City of Iligan,2020-09,4.299339316630105E-5,2020-09-01T00:00:00
City of Davao,2020-09,4.2627801163624446E-5,2020-09-01T00:00:00
City of General Santos,2020-09,4.040208174134703E-5,2020-09-01T00:00:00
City of Caloocan,2020-09,8.466851628473377E-5,2020-09-01T00:00:00
City of Makati,2020-09,1.1398973369715447E-4,2020-09-01T00:00:00
City of Malabon,2020-09,9.693255324472359E-5,2020-09-01T00:00:00
City of Mandaluyong,2020-09,1.1961415619667386E-4,2020-09-01T00:00:00
City of Manila,2020-09,1.1406106730751581E-4,2020-09-01T00:00:00
City of Marikina,2020-09,1.0184051403128592E-4,2020-09-01T00:00:00
City of Muntinlupa,2020-09,8.299715602524556E-5,2020-09-01T00:00:00
City of Navotas,2020-09,9.301795415685714E-5,2020-09-01T00:00:00
Pasay City,2020-09,1.0718817777832179E-4,2020-09-01T00:00:00
City of Pasig,2020-09,1.0849076146834588E-4,2020-09-01T00:00:00
Quezon City,2020-09,9.749883241954435E-5,2020-09-01T00:00:00
City of San Juan,2020-09,1.1838166620255828E-4,2020-09-01T00:00:00
City of Taguig,2020-09,1.0529830228858344E-4,2020-09-01T00:00:00
City of Valenzuela,2020-09,9.165304397074417E-5,2020-09-01T00:00:00
City of Baguio,2020-09,5.274323891839581E-5,2020-09-01T00:00:00
City of Butuan,2020-09,4.0768225338566085E-5,2020-09-01T00:00:00
City of Cotabato,2020-09,4.2254570641729994E-5,2020-09-01T00:00:00
City of Angeles,2020-09,6.136294931625351E-5,2020-09-01T00:00:00
City of Olongapo,2020-09,5.185511858164727E-5,2020-09-01T00:00:00
Ormoc City,2020-09,4.086483705576282E-5,2020-09-01T00:00:00
City of Tacloban,2020-09,4.1323814128934675E-5,2020-09-01T00:00:00
City of Zamboanga,2020-09,3.7963830459455844E-5,2020-09-01T00:00:00
City of Isabela,2020-09,4.087068167737615E-5,2020-09-01T00:00:00
Pateros,2020-09,1.065972802633437E-4,2020-09-01T00:00:00
City of Puerto Princesa,2020-09,3.818273048592631E-5,2020-09-01T00:00:00
City of Lucena,2020-09,5.2764461533968126E-5,2020-09-01T00:00:00
City of Bacolod,2020-09,5.0454172300054116E-5,2020-09-01T00:00:00
City of Iloilo,2020-09,5.044228207221998E-5,2020-09-01T00:00:00
City of Cebu,2020-09,5.61377523149921E-5,2020-09-01T00:00:00
City of Lapu-Lapu,2020-09,4.943746044493505E-5,2020-09-01T00:00:00
City of Mandaue,2020-09,5.784028407236558E-5,2020-09-01T00:00:00
City of Cagayan De Oro,2020-10,4.6402009777935264E-5,2020-10-01T00:00:00
City of Iligan,2020-10,4.535378716448362E-5,2020-10-01T00:00:00
City of Davao,2020-10,4.286763333379744E-5,2020-10-01T00:00:00
City of General Santos,2020-10,3.8916026273221586E-5,2020-10-01T00:00:00
City of Caloocan,2020-10,8.04170996098475E-5,2020-10-01T00:00:00
City of Makati,2020-10,8.978996821408324E-5,2020-10-01T00:00:00
City of Malabon,2020-10,9.156496703497767E-5,2020-10-01T00:00:00
City of Mandaluyong,2020-10,9.388775996704858E-5,2020-10-01T00:00:00
City of Manila,2020-10,9.980353553816365E-5,2020-10-01T00:00:00
City of Marikina,2020-10,7.998680294288577E-5,2020-10-01T00:00:00
City of Muntinlupa,2020-10,6.996987089889997E-5,2020-10-01T00:00:00
City of Navotas,2020-10,8.974466420109494E-5,2020-10-01T00:00:00
Pasay City,2020-10,8.826441299470605E-5,2020-10-01T00:00:00
City of Pasig,2020-10,8.667813178438278E-5,2020-10-01T00:00:00
Quezon City,2020-10,8.576230238936654E-5,2020-10-01T00:00:00
City of San Juan,2020-10,9.655940124299865E-5,2020-10-01T00:00:00
City of Taguig,2020-10,8.078992857108334E-5,2020-10-01T00:00:00
City of Valenzuela,2020-10,8.722834700816366E-5,2020-10-01T00:00:00
City of Baguio,2020-10,5.225167405526134E-5,2020-10-01T00:00:00
City of Butuan,2020-10,4.094900913876266E-5,2020-10-01T00:00:00
City of Cotabato,2020-10,4.014101926280945E-5,2020-10-01T00:00:00
City of Angeles,2020-10,5.8918970220009904E-5,2020-10-01T00:00:00
City of Olongapo,2020-10,5.5132813384474486E-5,2020-10-01T00:00:00
Ormoc City,2020-10,4.155064880543231E-5,2020-10-01T00:00:00
City of Tacloban,2020-10,4.289031056227129E-5,2020-10-01T00:00:00
City of Zamboanga,2020-10,3.79902130558102E-5,2020-10-01T00:00:00
City of Isabela,2020-10,3.965145508913516E-5,2020-10-01T00:00:00
Pateros,2020-10,8.405160529611604E-5,2020-10-01T00:00:00
City of Puerto Princesa,2020-10,3.85066333351973E-5,2020-10-01T00:00:00
City of Lucena,2020-10,5.6656869363954714E-5,2020-10-01T00:00:00
City of Bacolod,2020-10,5.162906206670108E-5,2020-10-01T00:00:00
City of Iloilo,2020-10,5.1808717880018244E-5,2020-10-01T00:00:00
City of Cebu,2020-10,5.1481593814884163E-5,2020-10-01T00:00:00
City of Lapu-Lapu,2020-10,5.341376308285732E-5,2020-10-01T00:00:00
City of Mandaue,2020-10,5.864832906639609E-5,2020-10-01T00:00:00
City of Cagayan De Oro,2020-11,4.4847233920587686E-5,2020-11-01T00:00:00
City of Iligan,2020-11,4.5495956437061295E-5,2020-11-01T00:00:00
City of Davao,2020-11,4.2434284899617475E-5,2020-11-01T00:00:00
City of General Santos,2020-11,4.263547669354422E-5,2020-11-01T00:00:00
City of Caloocan,2020-11,8.027390388890017E-5,2020-11-01T00:00:00
City of Makati,2020-11,9.635945539505382E-5,2020-11-01T00:00:00
City of Malabon,2020-11,1.0236220682604149E-4,2020-11-01T00:00:00
City of Mandaluyong,2020-11,9.60920380323257E-5,2020-11-01T00:00:00
City of Manila,2020-11,1.128631459294157E-4,2020-11-01T00:00:00
City of Marikina,2020-11,7.683718700925343E-5,2020-11-01T00:00:00
City of Muntinlupa,2020-11,6.271803641644259E-5,2020-11-01T00:00:00
City of Navotas,2020-11,9.829974237783899E-5,2020-11-01T00:00:00
Pasay City,2020-11,9.733106510221029E-5,2020-11-01T00:00:00
City of Pasig,2020-11,8.137733803338206E-5,2020-11-01T00:00:00
Quezon City,2020-11,8.482245978098964E-5,2020-11-01T00:00:00
City of San Juan,2020-11,1.0106696427587586E-4,2020-11-01T00:00:00
City of Taguig,2020-11,7.970595088758495E-5,2020-11-01T00:00:00
City of Valenzuela,2020-11,8.720710265044856E-5,2020-11-01T00:00:00
City of Baguio,2020-11,5.1630444076054424E-5,2020-11-01T00:00:00
City of Butuan,2020-11,4.1396854331496194E-5,2020-11-01T00:00:00
City of Cotabato,2020-11,4.121350805069633E-5,2020-11-01T00:00:00
City of Angeles,2020-11,5.690978723707233E-5,2020-11-01T00:00:00
City of Olongapo,2020-11,5.3264258892265126E-5,2020-11-01T00:00:00
Ormoc City,2020-11,4.1025587805210716E-5,2020-11-01T00:00:00
City of Tacloban,2020-11,3.9146839439090234E-5,2020-11-01T00:00:00
City of Zamboanga,2020-11,4.0013626570444296E-5,2020-11-01T00:00:00
City of Isabela,2020-11,4.2766535095963494E-5,2020-11-01T00:00:00
Pateros,2020-11,7.978899075234968E-5,2020-11-01T00:00:00
City of Puerto Princesa,2020-11,4.02712121861548E-5,2020-11-01T00:00:00
City of Lucena,2020-11,4.8773892999685275E-5,2020-11-01T00:00:00
City of Bacolod,2020-11,4.786510557131312E-5,2020-11-01T00:00:00
City of Iloilo,2020-11,4.7539655365932584E-5,2020-11-01T00:00:00
City of Cebu,2020-11,4.518326122662773E-5,2020-11-01T00:00:00
City of Lapu-Lapu,2020-11,4.908008822224961E-5,2020-11-01T00:00:00
City of Mandaue,2020-11,4.974148583309951E-5,2020-11-01T00:00:00
City of Cagayan De Oro,2020-12,4.310386148446341E-5,2020-12-01T00:00:00
City of Iligan,2020-12,4.2898350613894215E-5,2020-12-01T00:00:00
City of Davao,2020-12,3.9928507102720534E-5,2020-12-01T00:00:00
City of General Santos,2020-12,3.6564661952750166E-5,2020-12-01T00:00:00
City of Caloocan,2020-12,8.845583229674194E-5,2020-12-01T00:00:00
City of Makati,2020-12,1.156275536695085E-4,2020-12-01T00:00:00
City of Malabon,2020-12,1.0780127852824813E-4,2020-12-01T00:00:00
City of Mandaluyong,2020-12,1.1940670752838518E-4,2020-12-01T00:00:00
City of Manila,2020-12,1.3019356141881787E-4,2020-12-01T00:00:00
City of Marikina,2020-12,8.730182764315484E-5,2020-12-01T00:00:00
City of Muntinlupa,2020-12,7.279199709199351E-5,2020-12-01T00:00:00
City of Navotas,2020-12,1.0158652908378498E-4,2020-12-01T00:00:00
Pasay City,2020-12,1.1881618745580572E-4,2020-12-01T00:00:00
City of Pasig,2020-12,9.76455318974601E-5,2020-12-01T00:00:00
Quezon City,2020-12,9.559589465210187E-5,2020-12-01T00:00:00
City of San Juan,2020-12,1.2439807491128327E-4,2020-12-01T00:00:00
City of Taguig,2020-12,9.267549649436244E-5,2020-12-01T00:00:00
City of Valenzuela,2020-12,1.0078662033093326E-4,2020-12-01T00:00:00
City of Baguio,2020-12,5.1305884705370714E-5,2020-12-01T00:00:00
City of Butuan,2020-12,3.623812954211587E-5,2020-12-01T00:00:00
City of Cotabato,2020-12,4.0426053290734126E-5,2020-12-01T00:00:00
City of Angeles,2020-12,5.887451707095345E-5,2020-12-01T00:00:00
City of Olongapo,2020-12,5.391005732820776E-5,2020-12-01T00:00:00
Ormoc City,2020-12,3.532260967729204E-5,2020-12-01T00:00:00
City of Tacloban,2020-12,3.678573959423987E-5,2020-12-01T00:00:00
City of Zamboanga,2020-12,3.576083126867656E-5,2020-12-01T00:00:00
City of Isabela,2020-12,3.698278241172861E-5,2020-12-01T00:00:00
Pateros,2020-12,9.446955488908202E-5,2020-12-01T00:00:00
City of Puerto Princesa,2020-12,3.7594442071583834E-5,2020-12-01T00:00:00
City of Lucena,2020-12,5.0457466027494706E-5,2020-12-01T00:00:00
City of Bacolod,2020-12,4.538855415264124E-5,2020-12-01T00:00:00
City of Iloilo,2020-12,4.66903261119239E-5,2020-12-01T00:00:00
City of Cebu,2020-12,4.507755214735077E-5,2020-12-01T00:00:00
City of Lapu-Lapu,2020-12,4.376512223056438E-5,2020-12-01T00:00:00
City of Mandaue,2020-12,4.814480210761027E-5,2020-12-01T00:00:00
City of Cagayan De Oro,2021-01,4.002213794977807E-5,2021-01-01T00:00:00
City of Iligan,2021-01,3.817286708632654E-5,2021-01-01T00:00:00
City of Davao,2021-01,3.4812519234074734E-5,2021-01-01T00:00:00
City of General Santos,2021-01,3.4139226729730774E-5,2021-01-01T00:00:00
City of Caloocan,2021-01,7.273149521338301E-5,2021-01-01T00:00:00
